ID,age,job,marital,education,default,balance,housing,loan,contact,Cibil_Score,day,month,duration,campaign,pdays,previous,poutcome,subscribed
35713,35,blue-collar,married,secondary,no,156,yes,no,cellular,745,8,may,302,1,283,3,failure,no
25935,33,admin.,married,unknown,no,2780,no,no,cellular,837,19,nov,485,1,-1,0,unknown,yes
30608,35,admin.,divorced,secondary,no,627,yes,no,cellular,677,6,feb,298,6,275,2,failure,no
43267,70,retired,married,unknown,no,647,no,no,telephone,421,10,mar,152,1,348,1,failure,no
1818,50,services,married,tertiary,no,218,yes,no,unknown,513,9,may,388,2,-1,0,unknown,no
18349,51,entrepreneur,married,unknown,no,3404,no,no,cellular,890,31,jul,44,7,-1,0,unknown,no
41814,30,admin.,married,secondary,no,0,no,no,cellular,363,15,oct,86,1,140,3,failure,no
18105,58,management,married,tertiary,no,591,yes,no,cellular,640,30,jul,233,3,-1,0,unknown,no
30175,46,management,married,tertiary,no,-191,yes,no,cellular,800,5,feb,674,3,202,3,failure,no
17784,47,management,married,tertiary,no,2889,no,no,telephone,853,29,jul,259,12,-1,0,unknown,no
34936,45,technician,married,secondary,no,115,yes,no,cellular,593,6,may,108,1,-1,0,unknown,no
40269,55,blue-collar,married,secondary,no,4577,no,no,cellular,438,15,jun,24,1,-1,0,unknown,no
14831,28,admin.,married,secondary,yes,105,no,no,cellular,712,16,jul,130,1,-1,0,unknown,no
35306,31,blue-collar,single,secondary,no,1882,no,no,cellular,569,7,may,529,2,-1,0,unknown,no
37742,60,blue-collar,married,secondary,no,1407,yes,no,cellular,793,14,may,112,1,370,1,failure,no
40272,28,services,single,secondary,no,102,no,no,cellular,894,15,jun,64,1,89,3,other,no
26752,47,management,divorced,tertiary,no,140,no,yes,cellular,867,20,nov,148,2,-1,0,unknown,no
14025,59,management,married,tertiary,no,0,yes,no,telephone,720,11,jul,189,1,-1,0,unknown,no
10679,45,management,married,tertiary,no,203,no,no,unknown,501,16,jun,202,4,-1,0,unknown,no
27100,56,services,married,secondary,no,22196,yes,no,cellular,614,21,nov,189,1,-1,0,unknown,no
912,32,admin.,single,secondary,no,64,yes,no,unknown,888,7,may,202,2,-1,0,unknown,no
20929,36,management,married,tertiary,no,396,no,no,cellular,663,13,aug,67,5,-1,0,unknown,no
15360,29,entrepreneur,married,primary,no,519,yes,no,cellular,615,18,jul,120,1,-1,0,unknown,no
40853,66,entrepreneur,married,primary,no,0,no,no,telephone,662,12,aug,701,1,-1,0,unknown,no
37291,45,management,divorced,tertiary,yes,-946,yes,no,cellular,748,13,may,213,1,-1,0,unknown,no
42672,64,housemaid,married,primary,no,768,no,no,cellular,714,14,jan,371,1,-1,0,unknown,yes
16736,30,management,single,secondary,yes,-985,no,no,telephone,653,24,jul,28,4,-1,0,unknown,no
19558,38,management,single,tertiary,no,470,no,no,cellular,506,7,aug,87,2,-1,0,unknown,no
5910,48,management,divorced,tertiary,no,1492,yes,no,unknown,674,26,may,249,2,-1,0,unknown,no
27121,31,management,single,tertiary,no,528,no,yes,cellular,408,21,nov,5,7,-1,0,unknown,no
34955,25,services,single,secondary,no,-121,yes,no,cellular,880,6,may,343,2,-1,0,unknown,no
41922,33,management,single,tertiary,no,6807,no,no,cellular,623,21,oct,512,2,184,1,success,yes
34185,37,management,single,tertiary,no,3141,no,no,cellular,733,4,may,384,2,-1,0,unknown,yes
38617,43,technician,single,secondary,no,-266,yes,yes,cellular,773,15,may,12,5,-1,0,unknown,no
32887,60,retired,divorced,tertiary,no,381,yes,no,cellular,475,17,apr,208,2,344,4,failure,no
39974,52,management,divorced,tertiary,no,2104,no,no,cellular,886,3,jun,210,2,-1,0,unknown,yes
5401,54,technician,married,secondary,no,7252,no,no,unknown,645,23,may,139,2,-1,0,unknown,no
9457,35,unknown,married,unknown,no,0,no,no,unknown,860,6,jun,159,3,-1,0,unknown,no
44933,71,retired,married,secondary,no,1696,no,no,cellular,671,6,oct,486,1,-1,0,unknown,yes
25729,58,blue-collar,divorced,primary,no,8218,yes,no,cellular,854,19,nov,141,2,111,10,failure,no
25165,41,self-employed,married,tertiary,no,6000,yes,no,cellular,863,18,nov,265,1,-1,0,unknown,no
36023,36,blue-collar,single,secondary,no,661,yes,no,cellular,692,11,may,14,8,-1,0,unknown,no
12204,54,unknown,married,unknown,no,2508,no,no,unknown,618,20,jun,34,8,-1,0,unknown,no
15623,37,admin.,divorced,tertiary,no,-65,no,no,cellular,867,21,jul,226,1,-1,0,unknown,no
42808,26,admin.,single,secondary,no,338,no,no,cellular,805,29,jan,245,1,92,3,success,no
4016,34,blue-collar,married,secondary,no,305,yes,no,unknown,837,16,may,1245,25,-1,0,unknown,no
14859,36,blue-collar,divorced,primary,no,17,yes,no,cellular,373,16,jul,329,1,-1,0,unknown,no
29052,30,management,single,tertiary,no,604,no,yes,cellular,721,2,feb,475,1,-1,0,unknown,no
24164,37,technician,married,secondary,no,1016,yes,yes,telephone,708,12,nov,24,1,-1,0,unknown,no
39074,48,blue-collar,single,unknown,no,428,yes,no,cellular,616,18,may,127,1,-1,0,unknown,no
8947,24,management,single,tertiary,no,933,yes,no,unknown,788,4,jun,122,1,-1,0,unknown,no
31935,32,blue-collar,married,secondary,no,759,yes,no,cellular,712,9,apr,317,5,-1,0,unknown,yes
2785,48,management,married,primary,no,247,yes,yes,unknown,541,14,may,145,1,-1,0,unknown,no
30843,30,blue-collar,married,primary,no,243,no,yes,cellular,785,9,feb,133,2,213,2,failure,no
36349,41,blue-collar,married,secondary,no,926,yes,no,cellular,641,11,may,306,2,347,1,other,no
33597,27,admin.,married,primary,no,395,yes,no,cellular,582,20,apr,122,2,-1,0,unknown,no
17452,32,admin.,married,secondary,no,48,yes,no,cellular,622,28,jul,76,3,-1,0,unknown,no
32636,39,admin.,single,secondary,no,1413,yes,no,cellular,645,17,apr,396,1,-1,0,unknown,no
2980,45,technician,married,primary,no,718,yes,no,unknown,698,14,may,135,1,-1,0,unknown,no
36072,31,blue-collar,single,secondary,no,5547,yes,no,cellular,574,11,may,73,1,-1,0,unknown,no
26301,57,self-employed,divorced,tertiary,no,6519,no,no,cellular,701,20,nov,1040,1,-1,0,unknown,no
20920,30,technician,single,tertiary,no,177,no,no,cellular,418,13,aug,109,3,-1,0,unknown,no
23885,31,technician,married,secondary,no,13,no,no,cellular,803,29,aug,245,2,-1,0,unknown,no
4459,30,blue-collar,single,secondary,no,4648,yes,no,unknown,830,20,may,37,1,-1,0,unknown,no
22595,32,management,married,tertiary,no,26,no,no,cellular,822,22,aug,222,6,-1,0,unknown,no
6044,34,blue-collar,married,primary,no,6575,yes,no,unknown,684,26,may,405,4,-1,0,unknown,no
36130,42,admin.,married,secondary,no,-396,yes,no,cellular,759,11,may,80,1,308,4,failure,no
38049,41,blue-collar,married,secondary,no,356,yes,no,cellular,695,14,may,90,5,-1,0,unknown,no
1619,28,technician,single,secondary,no,-9,yes,yes,unknown,743,9,may,175,5,-1,0,unknown,no
32319,35,management,single,tertiary,no,824,yes,no,cellular,602,16,apr,693,2,-1,0,unknown,no
27650,41,entrepreneur,married,secondary,no,0,yes,yes,cellular,803,21,nov,12,5,190,1,failure,no
26909,48,management,divorced,tertiary,no,-547,no,no,cellular,655,21,nov,275,2,-1,0,unknown,no
23220,59,housemaid,married,primary,no,0,no,no,cellular,675,27,aug,76,11,-1,0,unknown,no
15301,45,management,married,tertiary,no,-191,yes,no,cellular,823,18,jul,178,3,-1,0,unknown,no
27166,32,blue-collar,married,primary,no,3314,yes,no,cellular,605,21,nov,330,2,-1,0,unknown,no
15127,57,management,divorced,tertiary,no,429,yes,no,cellular,831,17,jul,245,1,-1,0,unknown,no
35953,48,technician,married,tertiary,no,443,yes,no,cellular,721,8,may,235,2,-1,0,unknown,no
16079,55,management,divorced,tertiary,no,3092,yes,no,cellular,723,22,jul,165,2,-1,0,unknown,no
43354,20,student,single,unknown,no,179,no,no,cellular,748,25,mar,196,3,182,3,failure,no
32391,24,admin.,single,secondary,no,60,yes,no,cellular,767,16,apr,417,2,-1,0,unknown,no
23962,56,management,married,tertiary,no,665,no,no,cellular,708,29,aug,25,12,-1,0,unknown,no
8459,38,blue-collar,married,secondary,no,769,yes,no,unknown,844,3,jun,235,1,-1,0,unknown,no
36019,36,technician,married,secondary,no,432,yes,no,cellular,667,11,may,61,3,255,2,failure,no
28623,31,entrepreneur,married,secondary,no,10,yes,yes,cellular,667,29,jan,161,3,188,9,failure,no
9812,50,retired,single,primary,no,208,no,no,unknown,791,9,jun,51,1,-1,0,unknown,no
39561,33,technician,single,secondary,no,4792,no,no,cellular,717,26,may,131,3,-1,0,unknown,no
14437,29,admin.,married,secondary,no,97,yes,no,cellular,757,14,jul,136,6,-1,0,unknown,no
20434,48,management,single,tertiary,no,5904,yes,no,cellular,875,12,aug,127,2,-1,0,unknown,no
7527,33,services,married,secondary,no,1785,yes,no,unknown,753,30,may,287,12,-1,0,unknown,no
16898,26,technician,single,secondary,no,941,no,yes,cellular,823,25,jul,784,1,-1,0,unknown,yes
34079,53,blue-collar,married,secondary,no,6112,no,no,cellular,688,30,apr,211,1,86,1,success,no
17276,31,self-employed,married,tertiary,no,170,no,yes,cellular,638,28,jul,98,16,-1,0,unknown,no
19748,48,blue-collar,married,primary,no,174,yes,yes,cellular,813,8,aug,36,8,-1,0,unknown,no
28071,37,management,single,tertiary,no,37,no,no,cellular,604,28,jan,253,2,-1,0,unknown,no
7993,43,management,single,secondary,no,1029,yes,no,unknown,658,2,jun,145,1,-1,0,unknown,no
13040,44,management,divorced,tertiary,no,193,no,yes,cellular,871,8,jul,104,2,-1,0,unknown,no
42715,74,retired,married,tertiary,no,2575,no,no,cellular,735,25,jan,172,2,161,1,failure,no
45006,26,blue-collar,single,secondary,no,2007,no,no,cellular,723,13,oct,194,1,92,5,success,yes
21166,30,services,single,secondary,no,188,no,no,cellular,702,14,aug,49,2,-1,0,unknown,no
38353,46,blue-collar,married,secondary,no,51,yes,no,cellular,613,15,may,333,1,-1,0,unknown,no
32834,33,admin.,married,secondary,no,582,yes,no,cellular,788,17,apr,256,2,-1,0,unknown,no
13366,57,services,married,tertiary,no,10,no,no,telephone,782,8,jul,320,3,-1,0,unknown,no
14925,38,blue-collar,married,secondary,no,329,yes,yes,cellular,668,16,jul,111,4,-1,0,unknown,no
29086,45,services,married,secondary,no,-75,yes,no,cellular,647,2,feb,134,1,252,1,failure,no
37505,47,blue-collar,married,unknown,no,878,yes,no,cellular,664,13,may,245,4,-1,0,unknown,no
2901,40,admin.,married,secondary,no,1010,yes,no,unknown,655,14,may,283,1,-1,0,unknown,no
22889,31,technician,single,tertiary,no,23,no,no,cellular,714,25,aug,121,3,-1,0,unknown,no
5884,52,entrepreneur,divorced,secondary,no,-99,no,yes,unknown,680,26,may,91,3,-1,0,unknown,no
44173,30,technician,single,secondary,no,1112,no,no,cellular,682,14,jul,133,3,-1,0,unknown,no
11388,48,entrepreneur,married,tertiary,no,269,yes,no,unknown,803,19,jun,149,1,-1,0,unknown,no
35498,24,technician,married,secondary,no,432,yes,no,cellular,683,7,may,212,2,-1,0,unknown,no
2852,42,management,married,tertiary,no,-700,yes,no,unknown,843,14,may,110,1,-1,0,unknown,no
33961,34,services,married,secondary,no,1337,no,no,cellular,786,30,apr,442,1,-1,0,unknown,yes
44031,33,management,single,tertiary,no,718,yes,no,cellular,672,29,jun,271,1,84,3,success,yes
29281,33,admin.,married,secondary,no,482,yes,no,cellular,762,2,feb,249,1,-1,0,unknown,no
13559,46,management,married,tertiary,no,375,no,no,cellular,617,9,jul,130,1,-1,0,unknown,no
11619,45,technician,married,tertiary,no,377,yes,no,unknown,306,19,jun,835,3,-1,0,unknown,yes
14632,47,management,single,tertiary,no,512,no,no,cellular,686,15,jul,98,2,-1,0,unknown,no
39687,32,blue-collar,married,secondary,no,10287,yes,no,cellular,810,27,may,281,4,188,1,failure,yes
17991,36,entrepreneur,single,secondary,no,296,no,no,cellular,892,30,jul,122,2,-1,0,unknown,no
9859,36,entrepreneur,married,unknown,no,60,no,no,unknown,736,9,jun,557,2,-1,0,unknown,no
29513,59,unemployed,divorced,secondary,no,44134,no,no,cellular,601,3,feb,117,1,-1,0,unknown,no
16180,31,admin.,married,secondary,no,-241,yes,no,cellular,433,22,jul,1287,5,-1,0,unknown,no
7729,35,technician,divorced,secondary,no,5724,yes,no,unknown,498,30,may,691,10,-1,0,unknown,yes
23334,30,management,single,tertiary,no,890,no,no,cellular,665,27,aug,16,18,-1,0,unknown,no
34120,44,blue-collar,married,secondary,no,630,no,no,cellular,896,30,apr,192,2,-1,0,unknown,no
18629,34,services,married,unknown,no,0,yes,no,telephone,313,31,jul,65,4,-1,0,unknown,no
19097,47,admin.,married,secondary,no,718,yes,yes,cellular,745,5,aug,195,2,-1,0,unknown,no
36803,45,blue-collar,married,primary,no,1335,yes,no,cellular,474,12,may,88,2,-1,0,unknown,no
29242,38,admin.,divorced,secondary,no,485,yes,no,cellular,747,2,feb,252,1,-1,0,unknown,no
23304,40,management,single,tertiary,no,269,yes,no,cellular,418,27,aug,97,4,-1,0,unknown,no
42931,46,blue-collar,married,secondary,no,1144,yes,no,cellular,770,8,feb,376,2,129,3,other,yes
3971,49,management,married,primary,no,267,yes,no,unknown,628,16,may,198,5,-1,0,unknown,no
42135,64,retired,married,primary,no,5871,no,no,cellular,782,3,nov,195,1,-1,0,unknown,no
31927,30,technician,single,tertiary,no,987,no,no,cellular,636,9,apr,98,6,-1,0,unknown,no
29471,47,blue-collar,single,secondary,no,152,yes,no,cellular,833,3,feb,193,3,271,4,failure,no
21993,48,management,single,secondary,no,-18,yes,no,cellular,602,20,aug,430,4,-1,0,unknown,no
42378,35,technician,single,secondary,no,204,yes,no,cellular,424,30,nov,110,3,189,1,success,no
38912,27,blue-collar,married,secondary,no,30,no,yes,cellular,888,18,may,110,1,334,4,other,no
22210,32,management,married,secondary,no,134,no,no,cellular,797,21,aug,181,4,-1,0,unknown,no
8825,60,housemaid,divorced,secondary,no,387,yes,no,unknown,845,4,jun,235,1,-1,0,unknown,no
22920,51,management,married,tertiary,no,9864,no,no,cellular,852,26,aug,69,4,-1,0,unknown,no
20237,33,management,single,tertiary,no,0,no,no,cellular,482,11,aug,699,7,-1,0,unknown,yes
4411,37,management,married,tertiary,no,425,yes,no,unknown,840,20,may,226,1,-1,0,unknown,no
3594,53,admin.,married,secondary,no,1739,yes,no,unknown,679,15,may,103,3,-1,0,unknown,no
18731,44,admin.,married,secondary,no,5181,yes,yes,cellular,875,31,jul,18,7,-1,0,unknown,no
39296,32,technician,married,secondary,no,580,yes,no,cellular,765,18,may,8,4,279,2,other,no
37180,27,student,single,secondary,no,268,yes,no,cellular,832,13,may,528,1,358,2,failure,no
21549,49,technician,married,secondary,no,412,no,no,cellular,893,19,aug,1293,8,-1,0,unknown,yes
24223,58,retired,married,secondary,no,425,yes,yes,cellular,895,17,nov,100,1,-1,0,unknown,no
10746,58,management,divorced,primary,no,5914,no,no,unknown,715,17,jun,69,4,-1,0,unknown,no
15012,39,admin.,married,secondary,no,0,yes,no,cellular,855,17,jul,69,1,-1,0,unknown,no
10690,40,services,married,unknown,no,4075,yes,no,unknown,640,16,jun,162,3,-1,0,unknown,no
8175,30,technician,single,tertiary,no,-111,no,no,unknown,379,2,jun,266,2,-1,0,unknown,no
41718,31,management,single,tertiary,no,9629,no,no,cellular,689,7,oct,180,2,96,2,failure,no
17798,33,self-employed,married,secondary,no,215,yes,no,cellular,799,29,jul,543,12,-1,0,unknown,no
25537,35,management,married,tertiary,no,2801,yes,no,cellular,893,19,nov,70,2,111,2,failure,no
41106,31,management,single,tertiary,no,1441,no,no,cellular,680,17,aug,156,1,-1,0,unknown,no
11068,52,management,married,tertiary,no,7388,no,yes,unknown,751,17,jun,291,2,-1,0,unknown,no
38885,28,management,single,tertiary,no,788,yes,yes,cellular,653,18,may,169,1,-1,0,unknown,no
13026,42,management,married,secondary,no,4314,no,no,cellular,376,7,jul,214,1,-1,0,unknown,no
10343,38,admin.,married,secondary,no,545,no,no,unknown,871,12,jun,436,1,-1,0,unknown,no
24243,43,services,married,secondary,no,3305,yes,no,cellular,636,17,nov,387,1,-1,0,unknown,no
39333,32,technician,single,unknown,no,-301,yes,no,cellular,808,18,may,176,2,-1,0,unknown,no
19900,57,services,married,secondary,no,504,no,no,cellular,616,8,aug,177,2,-1,0,unknown,no
26146,52,management,divorced,tertiary,no,427,no,yes,telephone,310,20,nov,36,3,-1,0,unknown,no
36864,44,self-employed,single,tertiary,no,2734,yes,no,cellular,738,12,may,897,4,-1,0,unknown,yes
32055,32,blue-collar,married,primary,no,1287,yes,no,cellular,819,14,apr,297,2,-1,0,unknown,no
11985,44,entrepreneur,divorced,secondary,no,456,no,no,unknown,796,20,jun,110,3,-1,0,unknown,no
30674,50,technician,divorced,tertiary,no,-1455,yes,yes,cellular,814,6,feb,119,1,-1,0,unknown,no
24992,51,self-employed,divorced,secondary,no,7848,no,no,cellular,703,18,nov,59,1,-1,0,unknown,no
39510,33,management,married,secondary,no,369,no,no,cellular,807,25,may,115,2,103,1,success,no
40000,38,technician,married,secondary,no,1442,yes,no,cellular,679,3,jun,113,1,119,1,failure,no
3458,46,blue-collar,married,primary,no,1114,yes,no,unknown,713,15,may,490,3,-1,0,unknown,no
29830,43,unemployed,married,secondary,no,553,no,no,telephone,770,4,feb,125,1,-1,0,unknown,no
25773,39,entrepreneur,married,primary,no,238,yes,yes,cellular,873,19,nov,134,1,-1,0,unknown,no
37804,31,technician,single,secondary,no,23,yes,no,cellular,711,14,may,97,1,370,1,failure,no
43389,27,self-employed,single,tertiary,no,1393,no,no,cellular,666,31,mar,382,1,271,1,failure,no
14697,40,management,married,secondary,no,4025,yes,no,cellular,680,15,jul,107,4,-1,0,unknown,no
35638,39,admin.,single,secondary,no,2345,yes,no,cellular,561,8,may,491,2,344,2,failure,yes
21082,39,technician,single,secondary,no,102,yes,no,cellular,834,14,aug,272,2,-1,0,unknown,no
8115,31,technician,married,tertiary,no,15,no,no,unknown,826,2,jun,389,1,-1,0,unknown,no
16945,36,management,single,tertiary,no,142,yes,no,cellular,836,25,jul,571,1,-1,0,unknown,no
21925,31,management,married,tertiary,no,792,no,no,cellular,698,20,aug,763,14,-1,0,unknown,yes
37964,30,blue-collar,married,secondary,no,1717,yes,no,cellular,522,14,may,197,3,-1,0,unknown,no
11363,50,services,married,secondary,no,748,no,yes,unknown,644,19,jun,147,1,-1,0,unknown,no
29678,58,management,single,tertiary,no,1387,yes,no,telephone,661,3,feb,140,6,6,6,other,no
27673,46,admin.,married,secondary,no,9319,yes,no,cellular,752,21,nov,31,7,-1,0,unknown,no
38260,45,self-employed,married,tertiary,no,-497,yes,yes,cellular,532,15,may,217,1,176,1,failure,no
8615,37,admin.,married,unknown,no,2236,yes,no,unknown,607,3,jun,495,2,-1,0,unknown,no
4012,27,management,single,tertiary,yes,0,yes,no,unknown,853,16,may,89,2,-1,0,unknown,no
34545,32,blue-collar,single,primary,no,2829,yes,no,cellular,771,5,may,26,1,-1,0,unknown,no
4798,38,technician,married,secondary,no,821,yes,yes,unknown,780,21,may,78,1,-1,0,unknown,no
42082,87,retired,married,primary,no,230,no,no,cellular,700,30,oct,144,1,-1,0,unknown,yes
42296,64,retired,married,unknown,no,679,no,no,telephone,653,16,nov,167,1,-1,0,unknown,yes
34369,32,management,single,tertiary,no,202,no,no,cellular,879,4,may,16,5,-1,0,unknown,no
35447,36,blue-collar,married,primary,no,441,yes,no,cellular,891,7,may,100,4,358,1,failure,no
35590,33,technician,divorced,secondary,no,0,yes,no,cellular,678,7,may,177,2,-1,0,unknown,no
36845,31,admin.,single,tertiary,no,355,yes,no,cellular,327,12,may,609,1,-1,0,unknown,yes
24351,59,management,married,tertiary,no,0,no,no,cellular,638,17,nov,90,2,110,2,failure,no
1995,27,technician,single,secondary,no,769,yes,no,unknown,718,9,may,317,2,-1,0,unknown,no
22111,46,management,married,tertiary,yes,-337,no,yes,cellular,729,21,aug,120,2,-1,0,unknown,no
14876,39,blue-collar,married,primary,no,50,no,no,cellular,735,16,jul,147,2,-1,0,unknown,no
5915,35,services,married,secondary,no,437,yes,no,unknown,710,26,may,240,1,-1,0,unknown,no
25684,32,blue-collar,married,primary,no,66,no,no,cellular,793,19,nov,244,1,-1,0,unknown,no
27525,32,technician,single,tertiary,no,392,yes,no,cellular,605,21,nov,148,2,-1,0,unknown,no
24798,31,management,married,tertiary,no,2,yes,no,cellular,895,18,nov,224,1,-1,0,unknown,no
6392,25,blue-collar,married,secondary,no,97,yes,no,unknown,803,27,may,709,1,-1,0,unknown,yes
33977,58,management,married,tertiary,no,1907,no,no,cellular,775,30,apr,258,2,160,7,other,no
21413,34,management,single,tertiary,no,757,no,no,cellular,618,18,aug,37,4,-1,0,unknown,no
32209,29,blue-collar,single,secondary,no,1232,yes,no,cellular,638,16,apr,258,1,316,2,failure,no
7461,38,management,divorced,tertiary,no,4692,yes,no,unknown,709,29,may,1363,2,-1,0,unknown,yes
34852,44,blue-collar,married,primary,no,513,yes,no,cellular,618,6,may,338,4,-1,0,unknown,no
13775,60,technician,married,secondary,no,594,no,no,cellular,884,10,jul,190,1,-1,0,unknown,no
29700,40,management,divorced,tertiary,no,502,yes,no,cellular,705,3,feb,267,4,270,3,other,no
37375,41,management,single,tertiary,no,3371,yes,yes,cellular,736,13,may,204,2,-1,0,unknown,no
27227,35,management,married,tertiary,yes,32,yes,no,cellular,615,21,nov,180,1,-1,0,unknown,no
6440,22,technician,single,secondary,no,28,yes,no,unknown,731,27,may,121,2,-1,0,unknown,no
19526,52,management,married,tertiary,no,0,no,no,cellular,679,7,aug,306,4,-1,0,unknown,no
10344,50,unknown,single,unknown,no,490,no,no,unknown,803,12,jun,189,1,-1,0,unknown,no
30053,39,blue-collar,married,secondary,no,3045,no,no,cellular,651,4,feb,260,2,-1,0,unknown,no
26675,46,admin.,divorced,secondary,no,2087,no,no,cellular,869,20,nov,768,3,-1,0,unknown,yes
29765,38,self-employed,married,secondary,no,581,yes,no,cellular,862,4,feb,281,5,-1,0,unknown,no
21532,45,management,married,tertiary,no,2805,no,no,cellular,767,19,aug,91,2,-1,0,unknown,no
36531,41,blue-collar,married,primary,no,164,yes,no,cellular,786,12,may,150,4,330,11,other,no
13561,37,self-employed,married,tertiary,no,1146,no,yes,cellular,830,9,jul,80,1,-1,0,unknown,no
1178,52,blue-collar,married,secondary,no,46,yes,no,unknown,726,8,may,132,1,-1,0,unknown,no
4307,31,management,single,tertiary,no,444,yes,no,unknown,772,19,may,114,2,-1,0,unknown,no
37771,30,blue-collar,married,primary,no,99,yes,no,telephone,850,14,may,93,1,-1,0,unknown,no
41132,55,management,married,tertiary,no,12972,no,no,telephone,599,18,aug,205,1,-1,0,unknown,yes
35180,33,technician,divorced,secondary,no,250,yes,yes,cellular,654,7,may,277,1,-1,0,unknown,no
36964,44,blue-collar,married,secondary,no,199,yes,no,cellular,894,12,may,150,7,-1,0,unknown,no
31267,41,management,single,tertiary,no,203,no,no,cellular,607,5,mar,90,2,-1,0,unknown,no
21662,34,technician,married,secondary,no,56,no,no,cellular,846,19,aug,91,2,-1,0,unknown,no
39291,32,admin.,divorced,secondary,yes,5,yes,yes,cellular,821,18,may,82,3,363,2,other,no
11018,49,technician,married,secondary,no,788,no,no,unknown,808,17,jun,162,7,-1,0,unknown,no
162,39,technician,single,tertiary,no,47,yes,no,unknown,658,5,may,181,1,-1,0,unknown,no
20695,57,blue-collar,married,primary,no,0,no,no,cellular,662,12,aug,120,3,-1,0,unknown,no
20498,41,management,married,tertiary,no,557,yes,yes,cellular,841,12,aug,148,4,-1,0,unknown,no
14809,46,blue-collar,married,primary,no,327,no,yes,cellular,684,16,jul,145,4,-1,0,unknown,no
22510,31,management,single,tertiary,no,-201,yes,no,cellular,729,22,aug,81,4,-1,0,unknown,no
38442,58,blue-collar,married,primary,no,5431,yes,yes,cellular,672,15,may,327,3,374,1,failure,no
28575,45,technician,single,secondary,no,-55,no,no,cellular,653,29,jan,78,3,197,1,failure,no
5087,33,management,single,tertiary,no,28,yes,no,unknown,876,21,may,237,2,-1,0,unknown,no
7825,38,management,single,tertiary,no,126,yes,no,unknown,707,30,may,355,2,-1,0,unknown,no
23779,41,management,single,tertiary,no,4522,no,no,cellular,620,28,aug,55,1,-1,0,unknown,no
1494,38,blue-collar,married,primary,no,362,yes,no,unknown,885,8,may,100,5,-1,0,unknown,no
17128,37,blue-collar,married,secondary,no,236,no,no,cellular,716,25,jul,438,6,-1,0,unknown,no
26973,53,management,married,tertiary,no,1945,no,no,cellular,739,21,nov,22,4,106,7,failure,no
16636,32,technician,married,tertiary,no,0,no,yes,cellular,631,24,jul,184,6,-1,0,unknown,no
10887,58,retired,divorced,secondary,no,0,no,no,unknown,697,17,jun,436,5,-1,0,unknown,no
43008,57,retired,married,primary,no,9367,no,no,cellular,790,11,feb,981,1,90,6,success,yes
25912,30,admin.,single,unknown,no,0,yes,no,cellular,889,19,nov,1206,2,-1,0,unknown,no
19672,56,blue-collar,married,primary,no,1214,no,yes,cellular,821,7,aug,105,1,-1,0,unknown,no
20827,38,technician,single,secondary,no,227,no,no,cellular,668,13,aug,95,4,-1,0,unknown,no
27916,54,management,married,unknown,no,876,yes,no,cellular,684,28,jan,66,2,198,3,failure,no
15703,50,unemployed,married,secondary,no,49,yes,no,cellular,788,21,jul,237,1,-1,0,unknown,no
22866,57,technician,married,secondary,no,109,no,no,cellular,888,25,aug,124,4,-1,0,unknown,no
27112,40,entrepreneur,married,tertiary,no,865,no,no,cellular,703,21,nov,170,2,-1,0,unknown,no
42438,81,retired,married,secondary,no,93,no,no,cellular,688,7,dec,164,1,-1,0,unknown,no
19543,59,admin.,married,secondary,yes,-131,no,no,cellular,786,7,aug,144,2,-1,0,unknown,no
15198,27,entrepreneur,single,secondary,no,2,yes,no,cellular,447,17,jul,25,1,-1,0,unknown,no
12189,41,student,married,secondary,no,1309,no,no,unknown,605,20,jun,28,4,-1,0,unknown,no
32666,31,blue-collar,married,primary,no,99,yes,no,cellular,378,17,apr,193,2,322,1,other,no
990,36,admin.,single,primary,no,91,yes,no,unknown,761,7,may,371,2,-1,0,unknown,no
31319,43,management,married,tertiary,no,2987,no,no,cellular,792,11,mar,103,3,-1,0,unknown,no
7289,36,self-employed,single,secondary,no,3670,yes,no,unknown,829,29,may,617,2,-1,0,unknown,no
37493,49,admin.,single,primary,no,655,yes,no,cellular,585,13,may,32,5,-1,0,unknown,no
22705,45,blue-collar,married,secondary,no,221,no,yes,cellular,859,25,aug,153,4,-1,0,unknown,no
18751,51,services,married,secondary,no,7,yes,no,cellular,855,31,jul,8,30,-1,0,unknown,no
22597,55,blue-collar,married,secondary,no,176,no,yes,cellular,811,22,aug,140,11,-1,0,unknown,no
44616,34,admin.,single,tertiary,no,625,no,yes,unknown,659,31,aug,34,1,-1,0,unknown,yes
39981,37,management,married,tertiary,no,865,yes,no,cellular,427,3,jun,101,1,-1,0,unknown,no
42114,26,admin.,married,tertiary,no,906,no,no,cellular,699,2,nov,109,1,160,1,success,no
19502,48,technician,single,secondary,no,-347,no,yes,cellular,658,7,aug,84,2,-1,0,unknown,no
10599,60,management,married,primary,no,21292,no,no,unknown,840,16,jun,242,6,-1,0,unknown,no
39697,32,admin.,single,secondary,no,1649,no,no,cellular,569,27,may,204,2,-1,0,unknown,no
4403,36,blue-collar,married,secondary,no,4438,yes,no,unknown,762,20,may,446,1,-1,0,unknown,yes
32898,34,blue-collar,married,primary,no,3986,yes,no,cellular,482,17,apr,345,2,-1,0,unknown,no
4405,38,blue-collar,married,secondary,no,171,yes,yes,unknown,825,20,may,172,1,-1,0,unknown,no
